game_id,play_id,dci_supervised,dis_final,epa,pass_result,cluster_id
2023090700,101,0.37242434332212027,0.35135293,-2.14544250350446,I,5
2023090700,194,0.35447573798866333,0.3007933,1.7025630902499,C,5
2023090700,219,0.24331812613226073,0.8457744,0.0893515208736062,C,4
2023090700,361,0.3492366262532561,0.10093517,-0.862062418367714,C,5
2023090700,436,0.28441081138720514,0.415111,1.61392725538462,C,0
2023090700,461,0.32356792353939323,0.1898772,1.34563262574375,C,0
2023090700,530,0.27558290158071025,0.56181407,0.0313836394343525,C,1
2023090700,621,0.39831944072890435,0.67891884,2.85003123304341,C,1
2023090700,713,0.2590590089361658,0.58545214,-0.873873966280371,I,0
2023090700,736,0.3668270913165336,0.106161885,2.71753888227977,C,0
2023090700,877,0.3099242390435854,0.20529488,1.14013414364308,C,2
2023090700,902,0.32858423623611316,0.7364771,-0.407669868902303,I,6
2023090700,1001,0.303914104494964,0.3354503,1.19511245097965,C,1
2023090700,1069,0.19562699513761542,0.5258868,0.56685445853509,C,4
2023090700,1154,0.29621879465395157,0.34195334,1.89637397334445,C,2
2023090700,1201,0.306818933354986,0.46964413,2.00968307524454,C,2
2023090700,1300,0.27215300366660644,0.5469327,0.504393530078232,C,1
2023090700,1422,0.3443852416634531,0.03188123,-1.11127845849842,I,4
2023090700,1494,0.31319129750350455,0.3503553,-0.647368222824298,I,2
2023090700,1563,0.2890228452035347,0.6859171,1.02157063188497,C,5
2023090700,1588,0.30309083691157085,0.37988248,-0.324034651275724,I,2
2023090700,1618,0.30515778300029966,0.51182705,-0.258355481317267,C,2
2023090700,1679,0.38137340935277103,0.069348544,2.95163134561153,C,7
2023090700,1711,0.3267541815332385,0.6328409,2.34294713230338,C,6
2023090700,1741,0.31463181581157357,0.3629778,1.20470087783178,C,6
2023090700,1812,0.29089096181633556,0.43821004,-0.309704902116209,C,5
2023090700,1837,0.31451257086037987,0.20041934,-0.0875965987797827,C,5
2023090700,1869,0.3618453273693695,0.21418914,0.0911143853445537,C,0
2023090700,1940,0.2739673963587996,0.5797046,-0.0819641283596866,I,7
